text,author,time,text_clean
"Di setiap jaman selalu ada korupsi, tapi memang gila 10 tahun kemarin",@jokosidorejo7027,3 bulan yang lalu,di setiap jaman selalu ada korupsi tapi memang gila  tahun kemarin
Saya dari pmk madura tlng pak mahfud di pmk banyak calhaj yg katung2 nunggu pemberankatan ke tanah suci akibat ulah yaqut yg rakus,@Amina-u9u5u,3 bulan yang lalu,saya dari pmk madura tlng pak mahfud di pmk banyak calhaj yg katung nunggu pemberankatan ke tanah suci akibat ulah yaqut yg rakus
Agama itu merupakan pilihan saja  bukan tuntunan untuk mereka orang nelangsa selalu kehausan dengan materi dan kemewahan tidak bisa membedakan mana celeng mana ayam bagi mereka sama saja,@TeguhSuharman,3 bulan yang lalu,agama itu merupakan pilihan saja  bukan tuntunan untuk mereka orang nelangsa selalu kehausan dengan materi dan kemewahan tidak bisa membedakan mana celeng mana ayam bagi mereka sama saja
"Menteri agama dan kemenag satu paket.korupsi,harus ada pembenahan permanen.mestinya jadi panutan umat.kalau sdh hubbuddunia.begitulah",@MuhamadKudsi-e3c,3 bulan yang lalu (diedit),menteri agama dan kemenag satu paketkorupsiharus ada pembenahan permanenmestinya jadi panutan umatkalau sdh hubbudduniabegitulah
Paham agama Kox gk takut neraka.,@ArifJhon-i8q,3 bulan yang lalu,paham agama kox gk takut neraka
"Menteri menteri dan direktur direktur yg terjerat kasus korupsi semua menunjuk ke Jokowi... 🤷‍♂️
Uangnya di setor ke sana katanya 🤦‍♂️",@aldhokoseto4567,3 bulan yang lalu,"menteri menteri dan direktur direktur yg terjerat kasus korupsi semua menunjuk ke jokowi 
uangnya di setor ke sana katanya "
Orang terbiasa sarapan celeng kremes tidak lh mungkin sarapan ayam goreng,@TeguhSuharman,3 bulan yang lalu,orang terbiasa sarapan celeng kremes tidak lh mungkin sarapan ayam goreng
"​ @TeguhSuharman  waduh, celeng kremes 😂",@OppoAtigaSX,3 bulan yang lalu, teguhsuharman  waduh celeng kremes 
"Gak aneh gak heran. Rekam jejak sejarah gakpernah membohongi.

NU rusak & korup itu semenjak dipegang Gusdur di thn 90 an.
Gusdur sendiri sebetulnya dari rekam jejak kelakuannya (dari semasa sblm jadi Pres) juga emang sdh menunjukkan bukan orang yg bersih & amanah (soal berurusan dgn uang2 Haram & duit2 gakjelas).

- KH Hasyim Muzadi saat awal2 menjabat sbg ketum PBNU di akhir 90 an menggantikan Gusdur, sempat berucap getir soal kondisi NU saat itu, yg menurutnya sudah harus ""Mandi Wajib/junub"", bukan lagi sekedar bersih2.

- Kebobrokan & pembusukkan di NU sendiri kalo menurut Gus Najih putra Mbah Moen, itu disebabkan oleh kebanyakan makan uang2 haram dan duit2 gakjelas dari era Gusdur.

JASMERAH
- Di thn 1992, NU digegerkan dgn bocor  terungkapnya aliran dana2 judi porkas/SDSB, dari pemerintah Orba ke PBNU.
Sejumlah ulama & kyai sepuh memberikan reaksi keras.

- Sblmnya, KH As'ad Sjamsul Arifin Situbondo & KH Ali Yafie Pare-Pare, memilih utk ""berlepas tangan"" dari Gusdur-PBNU dan mengundurkan diri dari jabatan dewan penasihat & Rais Aam PBNU.

- Majlis Syuriah NU, pimpinan KH Ilyas Ruchiyat, memberikan teguran dan peringatan keras kpd Gusdur (Ketum PBNU) dan Abd. Ghafar Rahman (Sekjen PBNU), sbg pihak2 yg terlibat dan bertanggung jawab dlm pembuatan surat permohonan dana ke yayasan judi SDSB milik pemerintah ORBA tsb.

- Pola & modus yg sama berulang dlm kasus BULOGGATE  saat Gusdur menjabat presiden. 

JASMERAH LAGI
- Cak Nun dlm salahsatu rekaman vid acara Maiyahannya pernah memberikan kesaksiannya ttg pengalaman detik2 terakhir Suharto sblm jatuh di thn 1998.

- Dituturkannya, di malam 20 Mei 98 tsb Suharto didampingi ajudannya (seorang Kolonel Polisi yg kelak di era SBY jadi Kapolri & kepala Intelijen Negara) yg memberikannya usul utk membuka dokumen catatan rahasia yg selama ini dipegangnya.
Dokumen tsb berisi catatan detail transaksi & nama2 Kyai yg selama itu rutin menerima kucuran duit2 dari pemerintah ORBA. 

- Ajudan tadi mengusulkan agar dokumen tsb dibuka ke publik sbg ""senjata pamungkas"" utk menghantam Kyai2 yg dinilainya berkhianat ikut menggulingkan Suharto saat itu. 
Suharto menolak usulan sang ajudan, mengatakan tidak perlu dan menyuruh simpan saja dokumen rahasia tsb.  Ia sdh bulat memutuskan akan mundur esok pagi nya tgl 21 Mei 1998 tsb.

JASMERAH juga ;
- Dlm acara Tabayyun ttg keberadaan Syiah di PBNU, antara ""Forum Kyai Muda NU"" dgn Ketum PBNU KH Said Aqil Siradj (di Ponpes Bumi Solawat Sidoarjo pas era SBY thn 2009), terungkap fakta kesaksian ttg kelakuan Gusdur saat menjabat ketua PBNU yg mengangkangi uang2 hibah & donasi di PBNU, hingga PBNU kesulitan keuangan. 

- Dalam kondisi butuh uang & kesulitan keuangan, PBNU saat itu akhirnya memilih utk mengambil uang2 yg disodorkan pemerintah Iran. 
Sejak saat itu paham Syiah masuk leluasa di NU dan generasi muda NU berbondong2 dikirim belajar di Qoms (kota suci Ummat Syiah di Iran).

- Pola & modus yg sama berulang di kasus BRUNEIGATE saat Gusdur menjabat presiden.
.",@OppoAtigaX-h7g,3 bulan yang lalu,"gak aneh gak heran rekam jejak sejarah gakpernah membohongi

nu rusak  korup itu semenjak dipegang gusdur di thn  an
gusdur sendiri sebetulnya dari rekam jejak kelakuannya dari semasa sblm jadi pres juga emang sdh menunjukkan bukan orang yg bersih  amanah soal berurusan dgn uang haram  duit gakjelas

 kh hasyim muzadi saat awal menjabat sbg ketum pbnu di akhir  an menggantikan gusdur sempat berucap getir soal kondisi nu saat itu yg menurutnya sudah harus mandi wajibjunub bukan lagi sekedar bersih

 kebobrokan  pembusukkan di nu sendiri kalo menurut gus najih putra mbah moen itu disebabkan oleh kebanyakan makan uang haram dan duit gakjelas dari era gusdur

jasmerah
 di thn  nu digegerkan dgn bocor  terungkapnya aliran dana judi porkassdsb dari pemerintah orba ke pbnu
sejumlah ulama  kyai sepuh memberikan reaksi keras

 sblmnya kh asad sjamsul arifin situbondo  kh ali yafie parepare memilih utk berlepas tangan dari gusdurpbnu dan mengundurkan diri dari jabatan dewan penasihat  rais aam pbnu

 majlis syuriah nu pimpinan kh ilyas ruchiyat memberikan teguran dan peringatan keras kpd gusdur ketum pbnu dan abd ghafar rahman sekjen pbnu sbg pihak yg terlibat dan bertanggung jawab dlm pembuatan surat permohonan dana ke yayasan judi sdsb milik pemerintah orba tsb

 pola  modus yg sama berulang dlm kasus buloggate  saat gusdur menjabat presiden 

jasmerah lagi
 cak nun dlm salahsatu rekaman vid acara maiyahannya pernah memberikan kesaksiannya ttg pengalaman detik terakhir suharto sblm jatuh di thn 

 dituturkannya di malam  mei  tsb suharto didampingi ajudannya seorang kolonel polisi yg kelak di era sby jadi kapolri  kepala intelijen negara yg memberikannya usul utk membuka dokumen catatan rahasia yg selama ini dipegangnya
dokumen tsb berisi catatan detail transaksi  nama kyai yg selama itu rutin menerima kucuran duit dari pemerintah orba 

 ajudan tadi mengusulkan agar dokumen tsb dibuka ke publik sbg senjata pamungkas utk menghantam kyai yg dinilainya berkhianat ikut menggulingkan suharto saat itu 
suharto menolak usulan sang ajudan mengatakan tidak perlu dan menyuruh simpan saja dokumen rahasia tsb  ia sdh bulat memutuskan akan mundur esok pagi nya tgl  mei  tsb

jasmerah juga 
 dlm acara tabayyun ttg keberadaan syiah di pbnu antara forum kyai muda nu dgn ketum pbnu kh said aqil siradj di ponpes bumi solawat sidoarjo pas era sby thn  terungkap fakta kesaksian ttg kelakuan gusdur saat menjabat ketua pbnu yg mengangkangi uang hibah  donasi di pbnu hingga pbnu kesulitan keuangan 

 dalam kondisi butuh uang  kesulitan keuangan pbnu saat itu akhirnya memilih utk mengambil uang yg disodorkan pemerintah iran 
sejak saat itu paham syiah masuk leluasa di nu dan generasi muda nu berbondong dikirim belajar di qoms kota suci ummat syiah di iran

 pola  modus yg sama berulang di kasus bruneigate saat gusdur menjabat presiden
"
"Lanjut atas,
GusDur sendiri saat jadi presiden itu untungnya cepet2 digusur diturunkan MPR.
Pelengseran gusdur di thn 2001 itu memang wajar dan sudah seharusnya, utk mencegah RI makin terpuruk nyungsep ke dasar jurang.
Persis spt kejadian pelengseran sukarno thn 1967.

Sukarno dan gusdur itu 11-12 :

- Sama2 merehabilitasi & mencabut pelarangan PKI (sukarno thn 1952, gusdur thn 2000 tapi gagal)
- Sama2 membubarkan parlemen yg sah, hasil pemilu demokratis (sukarno lewat dekrit presiden 1959, gusdur gagal krn tdk didukung TNI & masyarakat, kecuali PKB).
- Sama2 diturunkan kekuasaannya lewat sidang istimewa MPR RI.
-Sama2 dikultuskan. Dianggap sbg wali ato manusia setengah dewa.

Orang2 yg ngalamin sendiri masa2 itu gak akan lupa soal gimana carut marutnya kondisi sosial-ekonomi RI,  saat gusdur menggantikan habibie.

Kondisi sosial ekonomi yg sebelumnya sudah mulai membaik & tertata lagi di era Habibie (era habibie tercatat sbg satu2 nya era kepresidenan dimana tdk ada skandal KKN di lingkaran istana), mundur kembali acak2an parah.

Nilai dollar yg sebelumnya berhasil dikendalikan habibie (dari Rp16.800 ke Rp 6.000 an) dalam waktu singkat, malah jadi melorot lagi terus2an hingga ke angka belasan ribu rupiah per dollar.

Skandal memalukan & kasus2 KKN kembali bermunculan (Bulog gate, brunei gate, skandal asusila dgn binor Ny. Aryanti Sitepu). 
Baru juga setahun menjabat, sudah terkuak kasus korupsi di bulog. 
Seorang Suwondo, tukang pijit presiden bawaan gusdur dari kampung, bisa membobol duit negara puluhan miliar rupiah dgn melibatkan pejabat bulog. 
Duit2 bulog tsb mengalir ke orang2 dekat gusdur.

Saat situasi RI dlm kondisi saling bunuh2an dan  perang saudara berdarah dimana2 (Ambon, Poso, Sampit-Sanggau Ledo, OPM papua & Aceh), Gusdur malahan bikin geram rakyat dgn mengundang boysband top dunia dari Irlandia  ""Westlife"",  utk konser di Istana Negara, memeriahkan acara pesta sweet seventeen anak bungsu nya dan teman2 alaynya,  yg berdandan heboh ala wibu shinjuku, pada pecicilan di istana negara .

Anak bungsu nya tsb sekarang sdh dewasa dan di era Jokowi sdh menjabat sbg komisaris independen PT Unilever Indonesia. Menyusul kakaknya yg jd komisaris Garuda Indonesia.

TAMBAHAN
Di era Jokowi lalu, ketua PBNU bid Inovasi Strategis : Yeny Wahid & suaminya (yg seorang kader partai PSI) pada menjabat sbg komisaris tambang emas terbesar kedua stlh Freeport : Tambang tujuh bukit ""Tumpang Pitu"" di Banyuwangi.
Tambang emas raksasa tsb pemilik sahamnya mrpkn sindikasi oligarki2 kakap & keluarga taipan 9 Naga.

Diatas kertas, seharusnya kota Banyuwangi & prov Jatim sekarang sdh jadi provinsi yg kaya dan kota yg ultra modern spt Dubai atau minimal spt Balikpapan.
Tetapi yg ada, hingga saat ini yg ramai di sana malah kelakuan2 SDM rendah ala Prindavan lokal : 
dari mulai sound horeg, maling sapi, ""wisata religi"" ngalap barokah ke kuburan keramat, konser2 sholawat koplo, hingga tawuran antar Bonek atau ormas/perguruan silit.
.",@OppoAtigaX-h7g,3 bulan yang lalu,"lanjut atas
gusdur sendiri saat jadi presiden itu untungnya cepet digusur diturunkan mpr
pelengseran gusdur di thn  itu memang wajar dan sudah seharusnya utk mencegah ri makin terpuruk nyungsep ke dasar jurang
persis spt kejadian pelengseran sukarno thn 

sukarno dan gusdur itu  

 sama merehabilitasi  mencabut pelarangan pki sukarno thn  gusdur thn  tapi gagal
 sama membubarkan parlemen yg sah hasil pemilu demokratis sukarno lewat dekrit presiden  gusdur gagal krn tdk didukung tni  masyarakat kecuali pkb
 sama diturunkan kekuasaannya lewat sidang istimewa mpr ri
sama dikultuskan dianggap sbg wali ato manusia setengah dewa

orang yg ngalamin sendiri masa itu gak akan lupa soal gimana carut marutnya kondisi sosialekonomi ri  saat gusdur menggantikan habibie

kondisi sosial ekonomi yg sebelumnya sudah mulai membaik  tertata lagi di era habibie era habibie tercatat sbg satu nya era kepresidenan dimana tdk ada skandal kkn di lingkaran istana mundur kembali acakan parah

nilai dollar yg sebelumnya berhasil dikendalikan habibie dari rp ke rp  an dalam waktu singkat malah jadi melorot lagi terusan hingga ke angka belasan ribu rupiah per dollar

skandal memalukan  kasus kkn kembali bermunculan bulog gate brunei gate skandal asusila dgn binor ny aryanti sitepu 
baru juga setahun menjabat sudah terkuak kasus korupsi di bulog 
seorang suwondo tukang pijit presiden bawaan gusdur dari kampung bisa membobol duit negara puluhan miliar rupiah dgn melibatkan pejabat bulog 
duit bulog tsb mengalir ke orang dekat gusdur

saat situasi ri dlm kondisi saling bunuhan dan  perang saudara berdarah dimana ambon poso sampitsanggau ledo opm papua  aceh gusdur malahan bikin geram rakyat dgn mengundang boysband top dunia dari irlandia  westlife  utk konser di istana negara memeriahkan acara pesta sweet seventeen anak bungsu nya dan teman alaynya  yg berdandan heboh ala wibu shinjuku pada pecicilan di istana negara 

anak bungsu nya tsb sekarang sdh dewasa dan di era jokowi sdh menjabat sbg komisaris independen pt unilever indonesia menyusul kakaknya yg jd komisaris garuda indonesia

tambahan
di era jokowi lalu ketua pbnu bid inovasi strategis  yeny wahid  suaminya yg seorang kader partai psi pada menjabat sbg komisaris tambang emas terbesar kedua stlh freeport  tambang tujuh bukit tumpang pitu di banyuwangi
tambang emas raksasa tsb pemilik sahamnya mrpkn sindikasi oligarki kakap  keluarga taipan  naga

diatas kertas seharusnya kota banyuwangi  prov jatim sekarang sdh jadi provinsi yg kaya dan kota yg ultra modern spt dubai atau minimal spt balikpapan
tetapi yg ada hingga saat ini yg ramai di sana malah kelakuan sdm rendah ala prindavan lokal  
dari mulai sound horeg maling sapi wisata religi ngalap barokah ke kuburan keramat konser sholawat koplo hingga tawuran antar bonek atau ormasperguruan silit
"
Mereka kn cuma takut babi..uang haram mah halal,@the2063-h3l,3 bulan yang lalu,mereka kn cuma takut babiuang haram mah halal
"​ @the2063-h3l waktu ke israel ama ke vatikan, mereka makannya apa?",@jokosidorejo7027,3 bulan yang lalu, thehl waktu ke israel ama ke vatikan mereka makannya apa
Mereka sejati nya atheis ....,@bobbykhan5306,3 bulan yang lalu,mereka sejati nya atheis 
SeKarang jangan suruh ngurusi agama ngurus tambang saja,@SuwarnoSuwarno-w9y,3 bulan yang lalu,sekarang jangan suruh ngurusi agama ngurus tambang saja
"Kyai jika sdh ikut dunia politik ya,, wassalam 😁😁",@chusnulansory8047,3 bulan yang lalu,kyai jika sdh ikut dunia politik ya wassalam 
Pencuri group yaqot,@saidzulkarnaini2350,3 minggu yang lalu,pencuri group yaqot
"Maka di pemerintahan harus orang yg paham, baru di panggil gus, jadi menag, jadi staf kusus menag,",@BuaNg-gm6ny,3 minggu yang lalu,maka di pemerintahan harus orang yg paham baru di panggil gus jadi menag jadi staf kusus menag
PODO ASUNE,@kusantorahardjo1313,3 minggu yang lalu,podo asune
DASAR PENJILAT SAMA DENGAN MENTRINYA,@kusantorahardjo1313,3 minggu yang lalu,dasar penjilat sama dengan mentrinya
Gus agus gus gus,@Soenan-u7s,3 minggu yang lalu,gus agus gus gus
Salam itu Doa ..jangan bersalam kepada koruptoe krn mereka berbuat kedzaliman,@ahmadriadi4817,3 minggu yang lalu,salam itu doa jangan bersalam kepada koruptoe krn mereka berbuat kedzaliman
Miskinkan dan Hukum Mati,@kucinglucu-v4f,3 minggu yang lalu,miskinkan dan hukum mati
"Beribadah haji dibisniskan utk meraup keuntungan pribadi , kuota ibadah haji bukan komoditi barang dagangan",@NurEvi-px4ov,3 minggu yang lalu,beribadah haji dibisniskan utk meraup keuntungan pribadi  kuota ibadah haji bukan komoditi barang dagangan
SENYUM MANIS PARA...kORUPTOR...SUNGGUH MENJIJIKAN...MEMALUKAN...MUNAFIK....AGAMA DI JADIKAN MAINNAN/DI PERJUAL BELIKAN DGN HARGA MURAH😢,@AndiIrwana-h6p,4 minggu yang lalu,senyum manis parakoruptorsungguh menjijikanmemalukanmunafikagama di jadikan mainnandi perjual belikan dgn harga murah
"Miris mengelola negara dibidangnya ngga tahu aturannya, bagaiamana negara dikelola irang tak brrkompeten
Sebaiknya haous jabatan staf khusus  menteri cuma buang anggaran krn sdh ada staf ahli meneteri",@Muhartonomuhartono,4 minggu yang lalu (diedit),"miris mengelola negara dibidangnya ngga tahu aturannya bagaiamana negara dikelola irang tak brrkompeten
sebaiknya haous jabatan staf khusus  menteri cuma buang anggaran krn sdh ada staf ahli meneteri"
"Komplotan gus, komplotan maling,",@Sambilan9646,4 minggu yang lalu (diedit),komplotan gus komplotan maling
Si Gus..satu ini..kok berbohong..piye toh..??? Mau tau dosa nya..ribuan jamaah haji reguler di.begal.jatah keberangkatanya utk ibadah..iblis saja malu kalah kelas dgn Gus satu ini..,@nurtaniomaruf9507,4 minggu yang lalu (diedit),si gussatu inikok berbohongpiye toh mau tau dosa nyaribuan jamaah haji reguler dibegaljatah keberangkatanya utk ibadahiblis saja malu kalah kelas dgn gus satu ini
Jangan lupa minta tahanan rumah  ya.. 😂,@smartdetoxsehati2694,4 minggu yang lalu,jangan lupa minta tahanan rumah  ya 
"Kpk bobrok , bongkar",@marolopben,4 minggu yang lalu,kpk bobrok  bongkar
Itu namanya agus atau gelar Gus?? 😅,@boydarma7376,4 minggu yang lalu,itu namanya agus atau gelar gus 
"Judulnya dikeramasi, pikiran saya rambutnya gimbal dibawa ke salon 😂😂😂",@tjoeksuwardojo6396,4 minggu yang lalu,judulnya dikeramasi pikiran saya rambutnya gimbal dibawa ke salon 
Gus gus kok qm gk ikut bos mu yaqul jd tahanan rumah😂keluarin duit haram mu gus biar ikut pulang kerumah juga😅,@Loe_yei,4 minggu yang lalu (diedit),gus gus kok qm gk ikut bos mu yaqul jd tahanan rumahkeluarin duit haram mu gus biar ikut pulang kerumah juga
Gus Alex di tahan si Yaqut jdi tahanan rumah....luar biasa😂,@aburifai-e1h,4 minggu yang lalu,gus alex di tahan si yaqut jdi tahanan rumahluar biasa
"Gus... Jualan nama keramat bapaknya... NgeRusak keramat kiai nya
...",@untungsetianto9564,4 minggu yang lalu,"gus jualan nama keramat bapaknya ngerusak keramat kiai nya
"
"Ga cuma bawang, ayam, cabai, kedelai, gula, jagung, garam dan beras yg ada MAFIANYA,, ternyata Kuota Haji pun ada MAFIA PENGIMPORNYA😅😅😅",@virdhautama8458,4 minggu yang lalu,ga cuma bawang ayam cabai kedelai gula jagung garam dan beras yg ada mafianya ternyata kuota haji pun ada mafia pengimpornya
"Minta tahanan rumah kayak bos ente, mumpung kpk nya takut..",@suhendroramelan4283,4 minggu yang lalu,minta tahanan rumah kayak bos ente mumpung kpk nya takut
Gus alex tegas gak tau apa apa..yg penting  tau lah😅😅😅😅,@mufidkhanifudin3697,4 minggu yang lalu,gus alex tegas gak tau apa apayg penting  tau lah
Dooss wedos,@NurAvivi-j3z,4 minggu yang lalu,dooss wedos
Gus,@Palingrungi,4 minggu yang lalu,gus
Pakai kopiah bukan berarti orang baik...contohnya orang ini,@rintolistiyo985,4 minggu yang lalu,pakai kopiah bukan berarti orang baikcontohnya orang ini
Udah jelas orang orang yg Nerima uang bohong di depan anggota DPR skrng jadi tersangka jg😮😅😂,@luckyajah9375,4 minggu yang lalu,udah jelas orang orang yg nerima uang bohong di depan anggota dpr skrng jadi tersangka jg
"Biasalah sesama garong saling menutupi itu fungsinya teman ,uda ga heran kelompok.nasi tumpeng ngebacot paling nkri buntutnya nge garong",@WasanWanda-br6ci,4 minggu yang lalu,biasalah sesama garong saling menutupi itu fungsinya teman uda ga heran kelompoknasi tumpeng ngebacot paling nkri buntutnya nge garong
Islam-mu cap opo gus ???..,@lembahtidar3119,4 minggu yang lalu,islammu cap opo gus 
Gus jawa emang kuat dedemit ny,@AndiUndang,4 minggu yang lalu,gus jawa emang kuat dedemit ny
Ggk ush tkut d penjra itu khn hny pormaltas bntar lgi kluwar,@nurkholis2540,4 minggu yang lalu,ggk ush tkut d penjra itu khn hny pormaltas bntar lgi kluwar
dididik diajari kemlinti emang kok,@MsRickybalboa,4 minggu yang lalu,dididik diajari kemlinti emang kok
"UU PERAMPASAN ASET KORUPSI MAU DIRUBAH, BARANG SIAPA YG TIDAK KORUPSI AKAN DIHUKUM MATI,MAKANYA MEREKA SEDANG BERLOMBA"" MELAKUKN KORUPSI.",@dedenjunaedi3075,4 minggu yang lalu,uu perampasan aset korupsi mau dirubah barang siapa yg tidak korupsi akan dihukum matimakanya mereka sedang berlomba melakukn korupsi
"guus, dapat berapa uang dari bisnis kwota haji. Guuede pasti",@IlhamMahrup,4 minggu yang lalu,guus dapat berapa uang dari bisnis kwota haji guuede pasti
Gus maling ...bukan main slot ... ini maling quota orang mau beribadah ...si agus ga kenal dosa ...,@KohArief,4 minggu yang lalu,gus maling bukan main slot  ini maling quota orang mau beribadah si agus ga kenal dosa 
Potret pengurus dan kader NU,@mudhiyanto4371,4 minggu yang lalu,potret pengurus dan kader nu
"Kalo semua maling mengaku, Pennjara pasti penuh.",@adreenakasidi4793,4 minggu yang lalu,kalo semua maling mengaku pennjara pasti penuh
kalau seperti ini Rakyat Indonesia🇮🇩 pasti bangga pada KPK❤,@AndhraDevano-o4r,4 minggu yang lalu,kalau seperti ini rakyat indonesia pasti bangga pada kpk
HIDUP KPK KU🇮🇩🇮🇩,@AndhraDevano-o4r,4 minggu yang lalu,hidup kpk ku
A Gus sekarang  sudah merusak lembaga Islam,@SulFitrah-m9y,4 minggu yang lalu,a gus sekarang  sudah merusak lembaga islam
Loh wong diangkat bukan krn keilmuan nya tp krn kkn,@srimadina5399,4 minggu yang lalu,loh wong diangkat bukan krn keilmuan nya tp krn kkn
Gus palsu 😂,@AbedNegoPurbaGirsang-v7d,4 minggu yang lalu,gus palsu 
Gus alex jago ngeles dan jago bohong 😂,@AbedNegoPurbaGirsang-v7d,4 minggu yang lalu,gus alex jago ngeles dan jago bohong 
"Ayo lex... Bongkar kabeh,, u di korbankan rezim jokowirr,  masuk jebakan skenario globalis, ""ketidak kepercayaan kaum nahdliyin kepada gus2 kyai2 adl target utama mereka"". Merusak sistem secara pondansial. makane sudah saatnya pake datamu bongkar kabeh, mati ji mati kabeh,, ngopo wedi matii?? jenengmu wae wes di hancurkan kok. Dampaknya jg ke kyai2 scra luas. U mati gk popo2, tp kyai2 sak indo wajib km lindungi.",@bejosasmito3968,4 minggu yang lalu,ayo lex bongkar kabeh u di korbankan rezim jokowirr  masuk jebakan skenario globalis ketidak kepercayaan kaum nahdliyin kepada gus kyai adl target utama mereka merusak sistem secara pondansial makane sudah saatnya pake datamu bongkar kabeh mati ji mati kabeh ngopo wedi matii jenengmu wae wes di hancurkan kok dampaknya jg ke kyai scra luas u mati gk popo tp kyai sak indo wajib km lindungi
"Gus Gus Gus... 
Gus itu apa ya?  Kok dikejar-kejar kpk.",@wardanikusnan8159,1 bulan yang lalu,"gus gus gus 
gus itu apa ya  kok dikejarkejar kpk"
"Weduse yaqut , wedus Alex sengaja menutupi kebobrokan wedus yakut yang jelas jelas sangat salah besar....kami doakan kedua wedus ini diadzab Allah SWT dengan siksaan yang pedih pedih dan sangat pedih",@MuhammadIrfan-cl3jt,1 bulan yang lalu,weduse yaqut  wedus alex sengaja menutupi kebobrokan wedus yakut yang jelas jelas sangat salah besarkami doakan kedua wedus ini diadzab allah swt dengan siksaan yang pedih pedih dan sangat pedih
MALING!!!..,@ariefalghifary5657,1 bulan yang lalu (diedit),maling
Pura pura OK ON.....PINTERNYA CUMAN NYOLONG ...PENGKHIANAT AMANAH.   UMMAT ..,@AbdulAziz-pk7fp,1 bulan yang lalu,pura pura ok onpinternya cuman nyolong pengkhianat amanah   ummat 
Pukul telinga nya si alex babe e tuh,@Defiza-y7e,1 bulan yang lalu,pukul telinga nya si alex babe e tuh
"11,12.....SATU KMPUS SATU JURUSAN SATU TUJUAN JDI POHON DUIT.....DUIT ...GA PAHAM BKN RANAH NYA TAPI KLAU DUIT MAH....JDI RANAHNYA SMUA ...",@huseinarief8410,1 bulan yang lalu,satu kmpus satu jurusan satu tujuan jdi pohon duitduit ga paham bkn ranah nya tapi klau duit mahjdi ranahnya smua 
Gus..gus...bp ga takut sama Alloh S.W.T.  terhormat rakyat kecil yang takut Alloh,@maleomaleo6828,1 bulan yang lalu,gusgusbp ga takut sama alloh swt  terhormat rakyat kecil yang takut alloh
"Kalau mental nya masih mental Garong
Gak usah maen Gus-gusan laah..",@HamadridDemit,1 bulan yang lalu,"kalau mental nya masih mental garong
gak usah maen gusgusan laah"
"Kalau mental nya masih mental Garong
Gak usah maen Gus-gusan laah..",@HamadridDemit,1 bulan yang lalu,"kalau mental nya masih mental garong
gak usah maen gusgusan laah"
GuGus tahanan dan gugus koruptor😅😅,@almuht4r,1 bulan yang lalu,gugus tahanan dan gugus koruptor
memalukan...,@umiwiarsih4860,1 bulan yang lalu,memalukan
"Eman2 di panggil pake Gus,Alex saja sama bos nyaYaqult sdh merugikan negara dan jamaah haji reguler,kuota 800 jadi 10.000 dijual  5000 us dorral per 1 kuota masya Allah",@setyobudhi6967,1 bulan yang lalu,eman di panggil pake gusalex saja sama bos nyayaqult sdh merugikan negara dan jamaah haji regulerkuota  jadi  dijual   us dorral per  kuota masya allah
Orang n u lagi yg korupsi bener kata eros jarot orang.n u itu tidak tahan kalo melihat uang......,@IbnuHasyim-z9o,1 bulan yang lalu,orang n u lagi yg korupsi bener kata eros jarot orangn u itu tidak tahan kalo melihat uang
Pasti mengalir ke pngurus Nu,@HambaYgbaik-c8k,1 bulan yang lalu (diedit),pasti mengalir ke pngurus nu
"Anak Kiyai NU berkolaborasi dengan Adik Ketum NU gasak dana Haji. 
Tidak semua NU begini
Tp yg begini pastilah NU",@pantailosari,1 bulan yang lalu (diedit),"anak kiyai nu berkolaborasi dengan adik ketum nu gasak dana haji 
tidak semua nu begini
tp yg begini pastilah nu"
"Ahirnya jadi juga penghuni tahanan KPK,",@Rosidin02-g4q,1 bulan yang lalu (diedit),ahirnya jadi juga penghuni tahanan kpk
Guss gusssss,@ILHAMASHARI-m9h,1 bulan yang lalu,guss gusssss
Ga punya kapasitas kok ngejabat  indonesia kok tambah parah ya pejabatnya..apa sengaja maling melindungi maling...pecat hukum,@yosepridwan2149,1 bulan yang lalu,ga punya kapasitas kok ngejabat  indonesia kok tambah parah ya pejabatnyaapa sengaja maling melindungi malingpecat hukum
Kasihan...sudah dipanggil gus kok kelakuanya kus...tikus,@MasterTahe-le3gn,1 bulan yang lalu,kasihansudah dipanggil gus kok kelakuanya kustikus
Makmum nya tambah lagi .sama sadewo. Di rutan 😮😮😮daah raaampaas semuanya harta nya.,@KusPriyadi-p2l,1 bulan yang lalu,makmum nya tambah lagi sama sadewo di rutan daah raaampaas semuanya harta nya
"jangan di panggil Gus itu yang membuat mereka melunjak tidak tahu diri ,nyatanya maling sangat memalukan",@apeapeae,1 bulan yang lalu,jangan di panggil gus itu yang membuat mereka melunjak tidak tahu diri nyatanya maling sangat memalukan
Ngguya Ngguyu.. Hukum Potong Tangan dan kedua Kakinya..,@septiawardana7810,1 bulan yang lalu,ngguya ngguyu hukum potong tangan dan kedua kakinya
"Mengapa gus yg jadi maling nampsk tensng, tidak ada rasa malu?? ?  Krn ada proses ijetihad yaitu dengan entengnya di otaknya muncul yg nsmanya "" Taubat nasuha""",@suhartosoediono3715,1 bulan yang lalu,mengapa gus yg jadi maling nampsk tensng tidak ada rasa malu   krn ada proses ijetihad yaitu dengan entengnya di otaknya muncul yg nsmanya  taubat nasuha
