text,author,time
Gus Yaqud kader PKI gaya baru,@asihtugimin6480,9 bulan yang lalu
Bernyanyilah yg merdu sbt smw org yg dpt manfaat 😅,@Muhidin13-kr1zl,9 bulan yang lalu
Judul berItanya GOMBAL,@RiyadiIbss,9 bulan yang lalu
"Yakult anaknya kyai kok korupsi, apa kata dunia, ketua banser NU kok korupsi apa kata umat Nadhiyin",@djokorahardjo2568,9 bulan yang lalu
Yakkut yakjub ternyata hantu belawu hhhh 😅😅😅,@abati6806,9 bulan yang lalu
Semakin banyak  pengakuan orang2  Yanng menyeret  nama Jokowi ...belum selesai ton Lembong ...sdh muncul lagi yang  baru ....,@hawarno5876,9 bulan yang lalu
Untung di era jokowi tidak ada satu pun mentri mentrinya dan pejabatnya yg terlibat korupsi,@iwangeco5785,9 bulan yang lalu
Udah tdk salah lgi..jokowi ini dalngnya koropsi..adili jokowi.bukansaja ijasah palsunya.koropsinya juga..,@natsirramli2565,9 bulan yang lalu
Era jokowi ba ngun jln istratruktur jalan tol pakai uang rakyat/dana haji saatnya tagih tuh uangnya yg dimakan yaqut sama jokowi,@SyarifHidayat-z8c,9 bulan yang lalu
Selama poejabat titipan jokwi alias mulyono aspirasi rakyat pasti dikesampingkan dan klu yg ada amplopnya alias uang suap itu diutamakan dana haji dikorupsiDLL,@SyarifHidayat-z8c,9 bulan yang lalu
"Ya Allah alangka rakusnya makan uang abadi umat utk menunaikan ibadah Haji hati.....hukuman Allah SWT yg pedih sepedihnya krn dalam Alqur,an wajib naik Haji  bila  mampu",@nayabkl5412,9 bulan yang lalu
"Betul2 laknatullah karang2 fitnah Jokowi lagi, memang usaha nenghancurkan citra Jokowi. Allah tidak akan diam terhadap kebusukan hati kalian.",@jehanjoeffriljoesoef8429,9 bulan yang lalu
"10 Tahun NKRI Di Uji Dengan Utang Membengkak Dan Tindakan Korupsi Merajalela...
Semoga Pemimpin Berikutnya Dapat Bertindak Tegas Untuk Memberantasnya!!!!",@partawijaya4594,9 bulan yang lalu
"Gus apa GK ingat hadits Rosul bergotong royong lah dlm kebaikan , jgn bergotong royong dlm keburukan.kok smpai dana Haji di korup na' udzubillah.",@AmeleaNessa,9 bulan yang lalu
"Yaqut bernyanyi la jgn mau d tumbal mulyono,masak loh mau sendiri",@asikinbidil7767,9 bulan yang lalu
Adili wiwi jgn kasi kendor,@MuhamadNoor-d6p,9 bulan yang lalu
waduh parah,@hajimuhyidin2924,9 bulan yang lalu
"Dari dulu memang mencurigakan si yaqut ,tolong di kawal dan tangkap",@AisyaRockavella,9 bulan yang lalu
Dari awal sudah curiga,@DUALIMA2785,9 bulan yang lalu
"aku yakin kl dana haji itu di mana fast kan tujuan politis jokowi.. bisa masuk ka, bah.. Bangun masjid Al sayed di solo. Yng lain buat banca, an",@SrinadiTamsen,9 bulan yang lalu
Hukum gantung,@tokobarokah2,9 bulan yang lalu
"Astagafirrullah ,",@MasnunJst,9 bulan yang lalu
Para pembenci terlanjur senang,@emywahyuyulianti6280,9 bulan yang lalu
Asal mangap,@emywahyuyulianti6280,9 bulan yang lalu
"klu anggota ormas besar, pasti selamat.. aman amann",@MissNidaAja,9 bulan yang lalu
Penjahat paling NKRI,@EviPermadi-n2l,9 bulan yang lalu
"Smg kasus ini cpt diproses dan dihukum pelaku nya,,krn uang ibadah org di sikat ma bandit yg rakus ini.",@wdsabang8238,9 bulan yang lalu
Gk heran,@uchonuchon9638,9 bulan yang lalu
menteri agama kog tetep korupsi dari dulu..,@DwiHendra-b6m,9 bulan yang lalu
"Memang Orang salah tdk mau mengakui salah malah membawa nama BPK H Djoko Widodo ... Alloh Maha Kuasa & Alloh Maha Adil ya? Hakin & Jaksa yg Ampuh hanya Alloh ,tunggu sadja ketok palu 3X dari Alloh , 😂😂😂😂",@SriHadi-k5m,9 bulan yang lalu
Pantesan ngak pulang2 saat Jokowi sdh lengser..sdh diduga dia sombong saat pegang Kemenaq..ngapain dipanggil2 GUS sih,@uswatunhasanah57,9 bulan yang lalu
ANUGERAH occ RP uang ibadah saja disikat belum uang rampasan KPK JAKSA dan Harta karun negara betul2 dinas kebersihan,@shelphobe380,9 bulan yang lalu
"DIA :
- suka bohong
- merubah aturan
- melindungi koruptor
- korupsi
Korban Negara & Rakyat
😢😢😢😢......rakusnya...teganyaaaa si DIA",@deniherdi896,9 bulan yang lalu
Untung dri dulu g pernah dukung jokowi sampai sekarang,@paijem-s4h,9 bulan yang lalu
Astagfirulloh...,@EllyKarlina-u8o,9 bulan yang lalu
Itu memang sdh gilaa mantan president,@AgusDelimunte,9 bulan yang lalu
Mana mungkin pak ya yaqut berbohong,@nonimardiana8606,9 bulan yang lalu
Masih kurang ... duitnya ..?,@nonimardiana8606,9 bulan yang lalu
SI JOKOWEK FIRAUN INDONSIA😂😂😂,@TriMuryatiDarwis,9 bulan yang lalu
Ya jelas,@irsyadmaruf5758,9 bulan yang lalu
"Biar tmbh koreng nya,,,karena uang haramnya,,",@SulartiHindarto,9 bulan yang lalu
"Uang saya hilang di Rek: BNI 46 , ... 4 X",@OpokabehMeneh,9 bulan yang lalu
"Adili, kembali kan, Penjara....",@OpokabehMeneh,9 bulan yang lalu
Pantas Menag di penjara bersama Joko Widodo,@Hartoyo-f9x,9 bulan yang lalu
"Memang bgtu ,makanya aman2sja",@ruhadi9526,9 bulan yang lalu
Laknatullah,@azzamwahid8787,9 bulan yang lalu
Solo maning.... Solo maning....,@hannahaniasih6470,9 bulan yang lalu
"NAH LHOOO....
USUT DAN HUKUM PENCURI UANG HAJI....!!!",@Darus70,9 bulan yang lalu (diedit)
Nanti KPK bilang memang nya rakyat punya HAK apa kok ingin tau status YAQUT itu tersangka apa buron segala begitu.padahal rakyat punya hak utk tau.,@Tes-z9r,10 bulan yang lalu
"Udah kuduga kalo duet kuota haji dari yaqut disetor ke jokowi krn sebenarnya jokowi itu juga maling makanya yaqut jabatannya blm habis disuruh pergi keluar negeri agar tidak nyanyi ke KPK.....ssmua  Korupsi besar di Indonesia pertamina, migor, nikel, batubara dll itu kalo dilacak terus ujungnya paling ya ke jokowi....makanya APH harus berani mengungkap semua kasus korupsi tanpa pandang bulu....",@Hamamiyusuf5,10 bulan yang lalu
"Semoga Allah ta'ala memberikan kemudahan dan kelancaran untuk membongkar, menghancurkan serta melenyapkan dari NKRI para koruptor,tukang bohong, tukang tipu dan pelaku kelicik an... Aamiin",@Slamet-rc3cz,10 bulan yang lalu
"wah paingan atuh makan uang calon haji ,uang haram kacida allah murka pasti ada karmanya",@AnggaRizkiMuharam,10 bulan yang lalu
"Kalau Jokowi tidak terbukti kena apa pihak keluarga Jokowi dan Buzer2nya tidak tuntut balik, koq diem saja makin Ruwet-ruwet negeri ini",@abahmama4860,10 bulan yang lalu
"Memang benar,,pki mantan pemimpin kita",@sulismalang872,10 bulan yang lalu
Ternyata Yaqult dan Jokowi benar benar PKI,@aza03narida,10 bulan yang lalu
Ternyata Yaqult dan Jokowi benar benar PKI,@aza03narida,10 bulan yang lalu
"Ya cuman ngo
Mon2 aja rielnya ndakada pastikan kalo adakorop dikemen depak",@SuparJito-xc3if,10 bulan yang lalu
Sudah jelas banyak salahnya kenapa g secepatnya d penjarakan sih ?,@mulilampung0307,10 bulan yang lalu
Hanya di AKHIRAT orang2 tidak bisa mengelak atas kesalahannya..,@Kie0210,10 bulan yang lalu
"Bigbos ya mesti  dapat jatah dong bang
Siapa mulyono sebenarnya. Rakyat dah  fahamlah bang.",@PakBantul,10 bulan yang lalu
"Aashh ngeriii x ...
( serakah x ) 🤯",@jeffryahatta492,10 bulan yang lalu
Benar2 maling joko wi yakul gibran,@haidir7219,10 bulan yang lalu
Sudah maling uang haji masih saja dipanggil Gus.,@MuhammadYusef-m4t,10 bulan yang lalu
SUDAH PERIKSA JUGA,@zainuddinmantapHjjana,10 bulan yang lalu
"Ngeri-ngeri, kalo manusia dah gelap mata, gak peduli dosa & azab, lebih jahat dari binatang",@Mym4n,10 bulan yang lalu
Kalo saya sudah menuga pasti jokowi ikut pake tuh duit,@annmary4788,10 bulan yang lalu
Hoek menurutmu....tapi bagi kami rakyat kecil sudah paham dan yakin.......ini benar....,@niniksumini7994,10 bulan yang lalu
Yang penting mah harus muncul   dulu mantan kemenag itu. Jujur terhadap masalah yg dibahas Pansus HAJI oleh DPR. AGAR JELAS BANGET,@Syamsuri-p3q,10 bulan yang lalu
Jokowi korupsi di mana mana..subhanallah..,@-pardjono8153,10 bulan yang lalu
PKI gaya baru,@PapaLola-e9e,10 bulan yang lalu
alhamdulillah  adaorang jujur keculasan,@sunartobapak2493,10 bulan yang lalu
😭😭😭😭😭,@dedysulaksono4135,10 bulan yang lalu
Ah...yg bener...?,@CCPacitan,10 bulan yang lalu
Kapan disidangkan kok adem2saja rakyat protes lambatnya penganan korupsi,@HasanBasuni-n2r,10 bulan yang lalu
"Menurut Ex mnt Agama Yakut, wg hji dbgi 2 sm Jokowi, y jokowi lagi2. Tangkap segera Jokowi dn adili..Pnjarakan seumur hidup spy kami Rakyat Tenang dn bs kerja se hari2 utk makan.",@batulicintes6303,10 bulan yang lalu
Azab menanti untuk pemakan uang orang akan beribadah🎉!,@SugiantoSugianto-o2p,10 bulan yang lalu
Tangkap Gus YQ dan adili..!!,@djasforyou8389,10 bulan yang lalu
"Ngakux islam
Memalukan",@AkuLasem-ii4tl,10 bulan yang lalu
"ASTAGHFIRULLAAH ..
DINERAKA NNT KAMU BERDUA AKAN DICARI BERIBU MANUSIA UTK MEMINTA HAQNYA YG KALIAN AMBIL.",@ida9337,10 bulan yang lalu
pk Polisi..tangkap dia yg membuat judul memfitnah JOKOWI,@ahmadmumin1335,10 bulan yang lalu
Kekacauan demi kekacauan terus berlanjut semenjak yg mulia jd raja d negri konoha😇😇😡😡😡😡😡,@changkielung1696,10 bulan yang lalu
"kalo bnr itu maka hrs usut tuntas kasus ini
orang mau ibadah saja di KORUPSI
org"" yg tau agama tp tdk takut dosa",@yudhaheryawanto1506,10 bulan yang lalu
Uang dana haji dikorupsi dibagi dua? Astaghfirulloh. Ya itu jadi penyakit. Amin. Aminkan. Amin ya Alloh,@rkn834,10 bulan yang lalu
"dengar penjilat jokowi,,,,,berita ini jokowi menghabiskan uang haji,sekarang wajahnya kena azap,",@HsssTgahs,10 bulan yang lalu
Mulyono yakut manusia ga kenal akhirat,@hidayat5641,10 bulan yang lalu
"Jokowi kwalat, kena azab, karena uang haji dimakan.",@triyantotriyanto2553,10 bulan yang lalu
Penjara aja juga sita asetnya kedua orang itu,@ChuzairiAbdullah,10 bulan yang lalu
Saya tidak percaya ini yakut ini coba di cari kebenaran nya,@MandauCellular-s9p,10 bulan yang lalu
Uang Haji di sikat apalagi uang proyek,@SupriYatin-i2y,10 bulan yang lalu
"Dari awal analisis track record perpolitikan Mulyozo dinasti koloni, memang sangat B471N64N rusak berbagai sektor.

Ayolah rakyat yg cerdas, jangan ter kibulin pencitraan busuk, tergiur BLT bansos serangan fajar, yg berakibat rusak",@sedekah6240,10 bulan yang lalu
Hilirisasi korupsi  😆,@dimasbudi4043,10 bulan yang lalu
Emang jokowi pemimpin penipu,@randy-y2h2q,10 bulan yang lalu
Nauzubillahimindaliq,@Srigala_Borneo,10 bulan yang lalu
"Apapun.Dasar nys.uang haji.bila tdk di gukan dengan semestinya.tunggu Alloh turun tangan.azab / siksa kubur.
Dan siksa dunia.",@ZaenalArifin-op5fq,10 bulan yang lalu
"Mulyono harus di tangkap dan di adili, rakyat dan pendukung cukup tertipu,",@heryharjo5611,10 bulan yang lalu
Pemimpin rakusssaa sedunia🦍,@yusufhilya9331,10 bulan yang lalu
Jokowi biaangnyaa MSLH d jndo,@yusufhilya9331,10 bulan yang lalu
Heeeey para jokowerr paham kan skrg🎉,@yusufhilya9331,10 bulan yang lalu
Jangankan milih saya lihat wajah nya saja tak ada cerminan pemimpin tri nipu sudah nampak,@Sugiharto-z4e,10 bulan yang lalu
Pejabat di bagi  tapi tutup mulut cing cai la lo kan gue yang angkat kut yakut yahut,@Sugiharto-z4e,10 bulan yang lalu
"Fitnah lagi fitnah lagi,Jokowi dibawa bawa......dan tidak mungkinlah Gibran jadi saksinya.......jelas jelas fitnah yang menyebarkan isu......harusnya kalau tau hoax kenapa dibahas di broadcast.......",@GandiSugandi-u4w,10 bulan yang lalu
"OCCRP manusia WARAS,,, TERKORUP NO 2 BENAR ADANYA",@MangUda-ws7yz,10 bulan yang lalu
Tangkap Jokowi dan yaqut,@tohirhaqi4115,10 bulan yang lalu
Kuwalaaaaat 7 keturunan tungguh adzab Allah apa lagi uang haji . Tidak bisa tidak,@jabalarrahmah9611,10 bulan yang lalu
"Mdh2an karena pengakuan ini...., jangan sampai  pengusutannya menjadi dihentikan ..😂😂😂",@rocraft9919,10 bulan yang lalu (diedit)
Yaitu penguasa memberi macem2 model Bansos ! Kalau uangnya sendiri tak masalah itu baik !!! Tapi kalau uang pinjaman kan repot !!!!,@sukamtohadipranoto2759,10 bulan yang lalu
"Semoga Allah menurunkan azabnya 2 manusia yang memakai uang calon jamaah haji, Semoga",@WahyuBudi-gb3mf,10 bulan yang lalu
Yaqut NU anjeeng,@AbahSolo-b6b,10 bulan yang lalu
Kenapa si Yakult buronan.,@wasjud-s5s,10 bulan yang lalu
Wenaaak boleh juga bagi ane 😅😅,@mainnp,10 bulan yang lalu
Ayo KPK dan Jaksa bertindak. Jangan harapkan Polisi.,@syukurnuralam8524,10 bulan yang lalu
Wi wi jo ko wi kok ge opo duwitmu,@samsulhadi-u6n,10 bulan yang lalu
Untuk urusan akhirat kok dipermainkan ....ingat pengadilan akhirat sangatlah pedih .....,@arinaelyaashar4666,10 bulan yang lalu
SDH jelas bagi bagi ampau karena Jokowi itu atasan nya,@SyaparudinSyap,10 bulan yang lalu
"serakah banget sih tu orang, semua kementerian dia embat, tinggal tunggu azab Allah aja buat orang zalim kaya gitu.. org ini sekeluarga bener2 laknatullah alaih",@dewivitri5213,10 bulan yang lalu
Mau proyek? Bisa di acc asal  untungnya dibagi dua dan masih bsnyak yg lain nya. Ko penegsk hukum belum mrnyentuh akar permasalahan gunjang ganjing politik dan ekonomi kita.,@pipinabdulhapid4025,10 bulan yang lalu
Gus Yakut Kuota UANG HAJI LU CURI ... MEMALUKAN,@amirfatah1949,10 bulan yang lalu
"Si Yaqut kabur ke Tarim Yaman
Jadi susah menangkapnya 
Katanya dia ditemani oleh Haji Harun Masiku",@asuszenfone1811,10 bulan yang lalu
2 pejabat maling,@masmasben6519,10 bulan yang lalu
Mana orang nu mana kyai knapa pada diam...,@Aniss-e3f,10 bulan yang lalu
Nah kan loh harrrram nnti dibilang fitnah...,@Aniss-e3f,10 bulan yang lalu
"Ya lah makannya sekarang ketauan ma Arab, yg di tambah kuota haji reguler ma depak yakul di bisnis online jd haji plus makannya banyak artis pada berangkat",@RoselinaPurba-t6e,10 bulan yang lalu
"Jadi setiap yg korupsi jokowi dapat jatah .setiap yg korupsi jokowi tau 
Sebangsat inikah jika benar",@LukmanHakim-v9y1u,10 bulan yang lalu
Yaqut kabur😂😂😂,@DaniMahesa-g7e,10 bulan yang lalu
Jokowi gak malu pakai dana haji .rakus tamak dibagi 2 . Gibran jdi saksinya .pasti kecepretan gibran,@EndangHaryati-d7x,10 bulan yang lalu
Parah konoha.😂😂😂,@SahrilSakip,10 bulan yang lalu
"Apapun Yaqut harus diperiksa,,ada indikasi korupsi",@suryamandala3117,10 bulan yang lalu
"Pakta, jika Negara di Pimpin maling dan Perampok maka, Rakyat nya akan Miskin dan Bodoh, dan para pejabatnya akan KORUP, 10 tahun jokowi sukses menjadikan Negara ini menjadi negara lima negara termiskin di Dunia dan Terkorup, siapa biang Keroknya? tentunya Pak JOKOWI yang tahu dan kemana Aliran Korupsi Berjamaah Kabinetnya pada saat itu? tentunya Jokowi yang Tau termasuk Dana Haji yang di KORUP Mentrinya Jokowi yaitu Yakul kemana? semua misteri itu ada di kantong jokowi.",@nendisuhendi5338,10 bulan yang lalu
Dana haji yg di korup mentri agama tdk beragama..,@mimin2099,10 bulan yang lalu
"Nauzubillah perilaku jokowi ini, betul' yaaa.",@wardanidani2916,10 bulan yang lalu
"Percayakah anda,? Jika suka berbuat dosta sengsara badan sepanjang masa.",@Sudjoko-h7n,10 bulan yang lalu
Ini Dua dua nya para koruptor  .jokowi mainnya halus se olah olah dia tdk mkn unang padahal rakus cmn cara nya tdk keciri,@cecepkusno9339,10 bulan yang lalu
"Jadi semua hsl korupsi dr tiap instansi itu sll dbg dua dr tom lembong jg bgt,pantesan bx hartanya ya.astagfirullooh.uang haram semua yg dpk bansos2 itu uang haram,dmkn sm rkyt yg tdk th.kshn jd korban.",@NiningKarim-h8e,10 bulan yang lalu
"Apapun narasinya nyatanya yakut sembunyi,sampai sekarang gak muncul karena kasus haji,",@pakdetopo11,10 bulan yang lalu
"Allah Hu Akbar semoga dan insyaallah segera mendapat balasan bersama keluarga dan tujuh turunan yang pakai uang dana haji 
Aaaamiiiin Aaaamiiiin Aaaamiiiin",@aliminhusain976,10 bulan yang lalu
Alah ngapain kabur klo gak korupsi,@Broni-v50,10 bulan yang lalu
"Pantesan , menuai Azab",@suntorohappy357,10 bulan yang lalu
Berseri derama kolosal 10thun sih sampek mumet rakyat contoh singapor koroptor miskin kan hukum nya yg berat,@diahdiah7772,10 bulan yang lalu
Mana sanggup polisi nangkap yg super kakap...buweh muax petinggi dinegri ini..,@R3dailylife,10 bulan yang lalu
Biarlah Alloh yg menghukumnya.sesunguhnya siksanya sangatlah perih....,@jajuksagita3579,10 bulan yang lalu
Tuh.. Lihatlah ternak mulyono.. Masihkah kalian buta dan tuli...?,@fatonah5068,10 bulan yang lalu
Kalau punya pimpinan ataupun atasan berjiwa korupsi maka ngak salah bawahanya ikut juga korupsi ya sudah satu paket... Ya,@zainalarifin2392,10 bulan yang lalu
Benar kali bang nyatanya kaji2 berangkat nya mulur luar biasa,@VivoVivo-h3f3m,10 bulan yang lalu
"Tanpa yaqut ngomongpun masyarakat sebenarnya sudah tahu kalau dana haji jokowi ikut makan karena nggak mungkin jokowi diam bila nggak ikut makan,dgn yaqut ngomong Rakyat semakin yakin bahwa jokowi ikut makan dana haji.",@sribudhypurnomo7779,10 bulan yang lalu
Waduh rakus banget semua duit haram di leg sama jokowi termasuk uang laptot kemendikbud,@ApayJafar-d5l,10 bulan yang lalu
"KALAU DIPIKIR MEMANG BENAR KATA YAQUT .KARENA DIA TIDAK DIRESUPLEL OLEH JOKOWI MUNGKIN BENER DANA HAJI ITU DIBAGI DUA ,KARENA MEREKA BERDUA MEMANG ULAR ,DIAM TAPI APA APA DITELAN .",@WahyudiAe-kz6ul,10 bulan yang lalu
Gus yakut bloko omongannya keuntungan dibagi dua,@Luniaza,10 bulan yang lalu
"Subhanallah,suhanallah,😢😢😢",@SuyadiYadi-oh4ov,10 bulan yang lalu
Penjarakan dua duanya pak Yaqut dan pak Jokowi karena korupsi uang Jamaah haji. !,@achmaddjuhamsa8619,10 bulan yang lalu
Perbuatan yg buruk...pemerintahan Jokowi..rakyat jga akhirnya yg JD tumbal...,@IskandarIskandar-ny5bz,10 bulan yang lalu
"Ah, dua orang pembawa acara ni buzzer bayaran jokowi nih..!!!!!!!",@mancingoke8074,10 bulan yang lalu
Ora tanggung jawab.,@abduosyukur1709,10 bulan yang lalu
Orang bodohpun tahu kalau kisruh haji di Tanah Air itu dipakai uknum mentri sendiri dan dorone yg penting kita tahu menyalah gunakan jabatan untuk kepetingan pribadi dan golongsm masuk Neraka,@MohAsnawi-h9p,10 bulan yang lalu
"INI MUNGKIN HASIL HILIRISASINYA YG DI GEMBAR GEMBORKAN , SEMUA HASIL HILIRISASI MENJADI DUIT TERKUMPUL PADA HANYA PADA SATU ORANG SAJA.",@nyomansudiartha792,10 bulan yang lalu
Cepat beresin jadi bola liar.,@sunjanaoppo9266,10 bulan yang lalu
Ayo ayo kejar kejar semua konspirasi kejahatan atas nama apapun,@kantoazmi3777,10 bulan yang lalu
OCCRP Emang Mantap,@Andi-qg8ex,10 bulan yang lalu
"Bagai mana sipat manusia seperti ini dana orang naik haji sanggup dibagi 2 dengan Jokowi , apa orang ini agamanya bukan Islam sehingga orang ini sanggup menggunakan uang orang berangkat haji untuk pribadi ,apa kedua orang adalah orang bukan Islam dan juga ternak ternak Jokowi ikut makan uang ini maka sadarlah tunjukkanlah kebenaran semoga Allah SWT mendengarnya amin ya rabbal alamin.......................",@abdulrahman-yl3dy,10 bulan yang lalu
😮,@ZUBAYR0304,10 bulan yang lalu
"Sehat selalu pak Jokowi, mudah2an Allah melindungi-NYA dan meridhoi-NYA",@nurrosyidah7083,10 bulan yang lalu
"JOMOWI LAGIIIIIIIIIIII
MANUSIA APA INI",@onnyok4561,10 bulan yang lalu
Orang cerdas tidak mengenal koruptor...tapi di pelihara,@budimetalic4431,10 bulan yang lalu
"Pak Prabowo katanya mau berantas korupsi tangkap si yaqut pak, 3 kali pilpres sy pilih pak Prabowo",@dian.nurafriani4447,10 bulan yang lalu
"Penjarakan udh terbukti korupsi,,pejabat kpk berani gk ,,",@ikhsanhadwitiya7847,10 bulan yang lalu
"TANGKAP,, ADILI,, SESUAI DGN HUKUM YG BERLAKU DI NEGERI INI.. 
TANGGUNG JAWAB ANDA KARNA SDAH MERUSAK NEGERI INI SELAMA 10THN MENJABAT.!!",@TaufikTaufik-y3v,10 bulan yang lalu
"Tepat sasaran occrp, munculah proyek raja ampat",@rahmadsahputra4020,10 bulan yang lalu
😅uang haji yg dipake jokowi itu jadi lsknar allah baginya menag .yaqut holil  laknatullah.amin allah,@SanusiLubis-wj1td,10 bulan yang lalu
"Astaghfirullah,,, akan nemui apa orang no satu di suatu negara   yg tidak amanah",@parjanngatir3041,10 bulan yang lalu
bisa jadi... makanya si yaqut menghilang,@romdoni7920,10 bulan yang lalu
"Sebenarnya bisa di lihat dengan mata hati wajahnya saja udah terbaca orangnya tidak baik. 
Tapi ya itu klu kepalanya udah pembeelot , bawahnya jg pembelot.",@Elzafitriani,10 bulan yang lalu
Sama. sama. rampok. uang. negara.,@rochmanirochmani1589,10 bulan yang lalu
Kalau itu betul uang umat di curi yaqut sungguh Bejat moral nya.,@AdeSetiawan-q1w,10 bulan yang lalu
"Yaa Alloh semoga uang haji yg di bagi2 oleh orang jahat, semoga berkar buat keluaeganya",@SuhandaSuhanda-bk5fz,10 bulan yang lalu
Yg gue tanyakan si yaquttt kmn skrng...,@AntonHidayat-yf3by,10 bulan yang lalu
Yakut jongos jokowi,@RevanoBkl,10 bulan yang lalu
"Bisa aja faktanya seperti itu, tetapi karena tidak terdokumentasi, akhirnya membuat reka'an berita sendiri !!!",@uskendaidititus3795,10 bulan yang lalu
Mulyono semua dalangnya ya,@aldizniii5486,10 bulan yang lalu
"Dana haji kan tidak dikelola kementerian agama, yang mengelola adalah badan khusus.",@sialebaou3191,10 bulan yang lalu
Mudah2an yang ikut milih jokowi juga dapet dosanya,@LitoabubakarAbubakar,10 bulan yang lalu
Biadab... semoga Allah SWT memberikan Adzab yg setimpal dengan dosanya. Aamiin,@AdangWasla-c1k,10 bulan yang lalu
Sebenarnya boroknya & kebohonganya sudah jelas banyak banget. Tetapi kok masih ada yg bela²in.,@sudiyantoyanto-gc7bd,10 bulan yang lalu
Maka  nya   jokowi  minta   tiga  priode     biar  semakin  banyak harta nya    bertumpuk biar  di  bawa  mati   ga  ikut  berdosa  karena  saya   ga  milih  jokowi  biar    tanggung  jawab  di aherat,@nyairohimah644,10 bulan yang lalu
SDH pasti uang besar TDK hanya melibatkan satu dua org SDH pasti keterlibatan petinggi,@HUsmanYamin,10 bulan yang lalu
Plesiran dengan uang haji berarti ya pak......?,@musodiq3788,10 bulan yang lalu
Usut tuntas kembalikan uang rakyat.,@Junaedi58-h9y,10 bulan yang lalu
Adili sesuai hukum yg berlaku,@sukarmancs90,10 bulan yang lalu
"YG CINTA NKRI YG DUSTA KPD NKRI ,PASTI NMPAK SIAPA ......TRBUKTI TRBUKTI TRBUKTI!!!!!KGK MNGKIN CNTA NKRI MALING D NKRI",@AdeCahya-bs4nx,10 bulan yang lalu
"Udah jelas memang para bawahan disuruh setor tapi ada yang ketahuan ada yang tidak ketahuan ya aman aman saja, pantas saja duitnya mukidi banyak buat sogok pengacara dan hukum padahal itu duit rakyat",@ahmadhidayat8543,10 bulan yang lalu (diedit)
Ya Alloh yarohman yarohim kok sukanya memberitakan yg hoak2 tooooooo yoooooooo yoooooooo,@realmepbun5968,10 bulan yang lalu
Prabowo tak kan ambil tindakan apalagi berkaitan Jokowi kalau perlu ditup tutup berkenaan koruptor,@WasrilBayura,10 bulan yang lalu
"Kangan""jokowi jadi penampungan sebagian hasil korupsi setiap Koruptor.",@syarifuddinpakata6952,10 bulan yang lalu
"Ah mangsak lulusan pondok ,pondok apa an , pondok cabul ya ?????????😢🎉😂😅😮❤",@ifaifana6954,10 bulan yang lalu
Usut tuntas kasus dana haji.,@rifkiamdani7264,10 bulan yang lalu
Yaqult Kok bisa kabur gak di cari?,@MuntianahMuntianah-n8l,10 bulan yang lalu
"Dasar Mentri agama buta hukum agama , Islam ktp di jadi kn mentri agama astagfirullahal 'ajim",@TutiHandayani-f2c,10 bulan yang lalu
KPK  BERANI TIDAK MEMERIKSA  JOKO WIDODO?,@HajiSukarno-c5i,10 bulan yang lalu
Mana nih si pengikut yaqut?? Dulu pernah mau laporin gw😂😂,@leondendi5455,10 bulan yang lalu
"Jangan biarkan Bajing Meloncat , Tembak d Tempat
Dr Pupuk Rakyat sampek dana Haji d KORUPSI , Aspal diminum , Semen d Telan , Besi Beton buat slilit TERLALU TAMAK bin RAKUS",@AdjiHandoko-g4n,10 bulan yang lalu
"nah, nah, nah  !    uang kuota haji dibagi dua.",@bosku5,10 bulan yang lalu
"Cara beragama macam apa ini? Agama dipermainkan, jgn tertipu dg org"" yg bertopeng dg agama",@sulthanbirdfarmlmg3014,10 bulan yang lalu
"Bearti jokowi ini betul2 manusia tamak. Korupsi mendikbud dibagi dua juga. Jangan2 hutang luar negeri dibagi dua juga, yg bayar negara.",@aswaddaud195,10 bulan yang lalu
"SUNGGUH TERLALU ORANG YANG MENGERTI AGAMA TERNYATA MENGAKALI UMAT, ORANG INGIN MELAKSANAKAN PERINTAH TUHANYA MALAH DIHAMBAT  DI LAMALAMAIN ORANG SEPWRTI PANTAS DISEBUT BAJINGAN KURAP UMAT DIPERMAINKAN DEMI FULUS, ASTAGHFIRULLOH HAL ADZIM.",@h6qhn3zL,10 bulan yang lalu
"jokowii bukan islam, dia menyamar islam, dia tidak takut ajab Allah, mangkanya dia sering bohong.",@ahmadkasida8556,10 bulan yang lalu
"Dalam sebuah wawancara atau forum di TV ada salah seorang pengurus pusat penyelenggara haji pernah menyatakan dana haji tidak digunakan untuk apapun termasuk utk membangun IKN sebagaimana rumor beredar pada saat itu. Coba ditelusuri dan diperiksa pengurus tersebut karena berani menyatakan dana haji aman, tidak dipergunakan utk hal lain selain utk keperluan haji.",@mikoharmiko8473,10 bulan yang lalu
Selamat menuju pengdilan Allah.,@VMX-KG,10 bulan yang lalu
Emang pada bajingn,@zulakmal8559,10 bulan yang lalu
Adili secepatnya jokowi kita fokus aja fakta yg dirilis oleh OCCRP tidak ada satupun kata bantahan dari pihak jokowi bahwa dia itu koruptor di dunia no 2 fakta ini bener2 nyata2 memang begitu adanya!!!!!!!???????😊😊😅😅😮😮😢🎉🎉😂😂❤❤,@CiptoSantosa,10 bulan yang lalu
Benar itu 😂😂😂,@obrolanwarkopi,10 bulan yang lalu
